"INDICATOR_SEQ","PARENT_SEQ","AGENCY_NAME","INDICATOR_NAME","DESCRIPTION","CATEGORY","FREQUENCY","DESIRED_CHANGE","INDICATOR_UNIT","DECIMAL_PLACES","PERIOD_YEAR","PERIOD_MONTH","YTD_TARGET","YTD_ACTUAL","MONTHLY_TARGET","MONTHLY_ACTUAL","YYYY_MM"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,11,78.90,79.80,78.90,79.80,"2012-11"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2012,12,78.90,79.60,78.90,79.60,"2012-12"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,1,80.00,79.50,80.00,79.50,"2013-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,2,80.00,79.20,80.00,79.20,"2013-02"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,3,0,79.30,79.50,79.30,"2013-03"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,4,80.00,79.30,80.00,79.30,"2013-04"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,5,80.00,80.00,80.00,80.00,"2013-05"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,6,80.00,80.50,80.00,80.50,"2013-06"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,7,80.00,80.20,80.00,80.20,"2013-07"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,8,80.00,80.00,80.00,80.00,"2013-08"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,9,80.00,79.20,80.00,79.20,"2013-09"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,10,80.00,79.20,80.00,79.20,"2013-10"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,11,0,79.00,80.00,79.00,"2013-11"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2013,12,0,79.10,80.00,79.10,"2013-12"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,1,79.50,79.30,79.50,79.30,"2014-01"
392324,392289,"NYC Transit","Subway Wait Assessment - B Line","Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.  The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.","Service Indicators","M","U","%",1,2014,2,79.50,79.00,79.50,79.00,"2014-02"
